letters,form,cisi_number,site,iconography,position,seal_id,upos,xpos,letter_label_encoded,prefix,vowel,morpheme boundary,noun,verb,FormWithoutLemma,Counts,MorphemeSeparated,prefix_label_encoded
M012,seal_1276,M-0457,Mohenjo-daro,unicorn,1,1276,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M059,seal_1276,M-0457,Mohenjo-daro,unicorn,2,1276,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M051,seal_1276,M-0457,Mohenjo-daro,unicorn,3,1276,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M078,seal_1277,BN-0041,Banawali,unicorn,0,1277,SIGN,INDUS,78,,,1,0,0,M078,1,M078,0
M267,seal_1277,BN-0041,Banawali,unicorn,1,1277,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M342,seal_1277,BN-0041,Banawali,unicorn,2,1277,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M293,seal_1277,BN-0041,Banawali,unicorn,3,1277,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M267,seal_1277,BN-0041,Banawali,unicorn,4,1277,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M211,seal_1277,BN-0041,Banawali,unicorn,5,1277,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M008,seal_1278,M-0458,Mohenjo-daro,script only,0,1278,SIGN,INDUS,8,,,1,0,0,M008,1,M008,0
M134,seal_1278,M-0458,Mohenjo-daro,script only,1,1278,SIGN,INDUS,134,,,0,0,0,M134,1,M134,0
M048,seal_1278,M-0458,Mohenjo-daro,script only,2,1278,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M267,seal_1278,M-0458,Mohenjo-daro,script only,3,1278,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M099,seal_1278,M-0458,Mohenjo-daro,script only,4,1278,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M233,seal_1278,M-0458,Mohenjo-daro,script only,5,1278,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M019,seal_1279,M-0459,Mohenjo-daro,geometric,0,1279,SIGN,INDUS,19,,,1,0,0,M019,1,M019,0
M342,seal_1279,M-0459,Mohenjo-daro,geometric,1,1279,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M231,seal_1279,M-0459,Mohenjo-daro,geometric,2,1279,SIGN,INDUS,231,,,0,0,0,M231,1,M231,0
M259,seal_1279,M-0459,Mohenjo-daro,geometric,3,1279,SIGN,INDUS,259,,,0,0,0,M259,1,M259,0
M162,seal_1279,M-0459,Mohenjo-daro,geometric,4,1279,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M391,seal_1279,M-0459,Mohenjo-daro,geometric,5,1279,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M293,seal_1279,M-0459,Mohenjo-daro,geometric,6,1279,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M029,seal_1280,H-0377,Harappa,unicorn,0,1280,SIGN,INDUS,29,,,1,0,0,M029,1,M029,0
M012,seal_1280,H-0377,Harappa,unicorn,1,1280,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M267,seal_1280,H-0377,Harappa,unicorn,2,1280,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M099,seal_1280,H-0377,Harappa,unicorn,3,1280,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M138,seal_1280,H-0377,Harappa,unicorn,4,1280,SIGN,INDUS,138,,,0,0,0,M138,1,M138,0
M099,seal_1280,H-0377,Harappa,unicorn,5,1280,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M070,seal_1281,BN-0042,Banawali,buffalo,0,1281,SIGN,INDUS,70,,,1,0,0,M070,1,M070,0
M143,seal_1281,BN-0042,Banawali,buffalo,1,1281,SIGN,INDUS,143,,,0,0,0,M143,1,M143,0
M342,seal_1281,BN-0042,Banawali,buffalo,2,1281,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M099,seal_1281,BN-0042,Banawali,buffalo,3,1281,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M342,seal_1281,BN-0042,Banawali,buffalo,4,1281,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M087,seal_1281,BN-0042,Banawali,buffalo,5,1281,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M059,seal_1282,M-0460,Mohenjo-daro,unicorn,0,1282,SIGN,INDUS,59,,,1,0,0,M059,1,M059,0
M089,seal_1282,M-0460,Mohenjo-daro,unicorn,1,1282,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M342,seal_1282,M-0460,Mohenjo-daro,unicorn,2,1282,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M122,seal_1282,M-0460,Mohenjo-daro,unicorn,3,1282,SIGN,INDUS,122,,,0,0,0,M122,1,M122,0
M145,seal_1282,M-0460,Mohenjo-daro,unicorn,4,1282,SIGN,INDUS,145,,,0,0,0,M145,1,M145,0
M059,seal_1282,M-0460,Mohenjo-daro,unicorn,5,1282,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M048,seal_1282,M-0460,Mohenjo-daro,unicorn,6,1282,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M082,seal_1283,H-0378,Harappa,unicorn,0,1283,SIGN,INDUS,82,,,1,0,0,M082,1,M082,0
M293,seal_1283,H-0378,Harappa,unicorn,1,1283,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M040,seal_1284,H-0379,Harappa,script only,0,1284,SIGN,INDUS,40,,,1,0,0,M040,1,M040,0
M267,seal_1284,H-0379,Harappa,script only,1,1284,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M099,seal_1284,H-0379,Harappa,script only,2,1284,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M305,seal_1284,H-0379,Harappa,script only,3,1284,SIGN,INDUS,305,,,0,0,0,M305,1,M305,0
M025,seal_1285,H-0380,Harappa,zebu bull,0,1285,SIGN,INDUS,25,,,1,0,0,M025,1,M025,0
M249,seal_1285,H-0380,Harappa,zebu bull,1,1285,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M032,seal_1286,H-0381,Harappa,elephant,0,1286,SIGN,INDUS,32,,,1,0,0,M032,1,M032,0
M391,seal_1286,H-0381,Harappa,elephant,1,1286,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M103,seal_1286,H-0381,Harappa,elephant,2,1286,SIGN,INDUS,103,,,0,0,0,M103,1,M103,0
M099,seal_1286,H-0381,Harappa,elephant,3,1286,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M030,seal_1287,K-0090,Kalibangan,zebu bull,0,1287,SIGN,INDUS,30,,,1,0,0,M030,1,M030,0
M342,seal_1287,K-0090,Kalibangan,zebu bull,1,1287,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_1287,K-0090,Kalibangan,zebu bull,2,1287,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M162,seal_1287,K-0090,Kalibangan,zebu bull,3,1287,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M003,seal_1288,DK-0082,Dholavira,script only,0,1288,SIGN,INDUS,3,,,1,0,0,M003,1,M003,0
M110,seal_1288,DK-0082,Dholavira,script only,1,1288,SIGN,INDUS,110,,,0,0,0,M110,1,M110,0
M383,seal_1288,DK-0082,Dholavira,script only,2,1288,SIGN,INDUS,383,,,0,0,0,M383,1,M383,0
M051,seal_1288,DK-0082,Dholavira,script only,3,1288,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M051,seal_1289,H-0382,Harappa,geometric,0,1289,SIGN,INDUS,51,,,1,0,0,M051,1,M051,0
M203,seal_1289,H-0382,Harappa,geometric,1,1289,SIGN,INDUS,203,,,0,0,0,M203,1,M203,0
M233,seal_1289,H-0382,Harappa,geometric,2,1289,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M024,seal_1290,H-0383,Harappa,rhinoceros,0,1290,SIGN,INDUS,24,,,1,0,0,M024,1,M024,0
M048,seal_1290,H-0383,Harappa,rhinoceros,1,1290,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M099,seal_1290,H-0383,Harappa,rhinoceros,2,1290,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M169,seal_1290,H-0383,Harappa,rhinoceros,3,1290,SIGN,INDUS,169,,,0,0,0,M169,1,M169,0
M237,seal_1290,H-0383,Harappa,rhinoceros,4,1290,SIGN,INDUS,237,,,0,0,0,M237,1,M237,0
M176,seal_1290,H-0383,Harappa,rhinoceros,5,1290,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M099,seal_1290,H-0383,Harappa,rhinoceros,6,1290,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M087,seal_1290,H-0383,Harappa,rhinoceros,7,1290,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M012,seal_1291,H-0384,Harappa,rhinoceros,0,1291,SIGN,INDUS,12,,,1,0,0,M012,1,M012,0
M125,seal_1291,H-0384,Harappa,rhinoceros,1,1291,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M176,seal_1291,H-0384,Harappa,rhinoceros,2,1291,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M223,seal_1291,H-0384,Harappa,rhinoceros,3,1291,SIGN,INDUS,223,,,0,0,0,M223,1,M223,0
M270,seal_1291,H-0384,Harappa,rhinoceros,4,1291,SIGN,INDUS,270,,,0,0,0,M270,1,M270,0
M342,seal_1291,H-0384,Harappa,rhinoceros,5,1291,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M065,seal_1292,M-0461,Mohenjo-daro,unicorn,0,1292,SIGN,INDUS,65,,,1,0,0,M065,1,M065,0
M162,seal_1292,M-0461,Mohenjo-daro,unicorn,1,1292,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M262,seal_1292,M-0461,Mohenjo-daro,unicorn,2,1292,SIGN,INDUS,262,,,0,0,0,M262,1,M262,0
M059,seal_1292,M-0461,Mohenjo-daro,unicorn,3,1292,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M342,seal_1292,M-0461,Mohenjo-daro,unicorn,4,1292,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M401,seal_1292,M-0461,Mohenjo-daro,unicorn,5,1292,SIGN,INDUS,401,,,0,0,0,M401,1,M401,0
M249,seal_1292,M-0461,Mohenjo-daro,unicorn,6,1292,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M078,seal_1293,M-0462,Mohenjo-daro,unicorn,0,1293,SIGN,INDUS,78,,,1,0,0,M078,1,M078,0
M065,seal_1293,M-0462,Mohenjo-daro,unicorn,1,1293,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M022,seal_1294,SK-0047,Surkotada,zebu bull,0,1294,SIGN,INDUS,22,,,1,0,0,M022,1,M022,0
M328,seal_1294,SK-0047,Surkotada,zebu bull,1,1294,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M267,seal_1294,SK-0047,Surkotada,zebu bull,2,1294,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M367,seal_1294,SK-0047,Surkotada,zebu bull,3,1294,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M367,seal_1295,H-0385,Harappa,tiger,0,1295,SIGN,INDUS,367,,,1,0,0,M367,1,M367,0
M293,seal_1295,H-0385,Harappa,tiger,1,1295,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M267,seal_1295,H-0385,Harappa,tiger,2,1295,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M059,seal_1295,H-0385,Harappa,tiger,3,1295,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M044,seal_1296,M-0463,Mohenjo-daro,unicorn,0,1296,SIGN,INDUS,44,,,1,0,0,M044,1,M044,0
M153,seal_1296,M-0463,Mohenjo-daro,unicorn,1,1296,SIGN,INDUS,153,,,0,0,0,M153,1,M153,0
M051,seal_1296,M-0463,Mohenjo-daro,unicorn,2,1296,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M079,seal_1297,M-0464,Mohenjo-daro,unicorn,0,1297,SIGN,INDUS,79,,,1,0,0,M079,1,M079,0
M367,seal_1297,M-0464,Mohenjo-daro,unicorn,1,1297,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M076,seal_1298,L-0099,Lothal,unicorn,0,1298,SIGN,INDUS,76,,,1,0,0,M076,1,M076,0
M369,seal_1298,L-0099,Lothal,unicorn,1,1298,SIGN,INDUS,369,,,0,0,0,M369,1,M369,0
M211,seal_1298,L-0099,Lothal,unicorn,2,1298,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M231,seal_1298,L-0099,Lothal,unicorn,3,1298,SIGN,INDUS,231,,,0,0,0,M231,1,M231,0
M233,seal_1298,L-0099,Lothal,unicorn,4,1298,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M008,seal_1299,L-0100,Lothal,buffalo,0,1299,SIGN,INDUS,8,,,1,0,0,M008,1,M008,0
M328,seal_1299,L-0100,Lothal,buffalo,1,1299,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M305,seal_1299,L-0100,Lothal,buffalo,2,1299,SIGN,INDUS,305,,,0,0,0,M305,1,M305,0
M062,seal_1300,SK-0048,Surkotada,zebu bull,0,1300,SIGN,INDUS,62,,,1,0,0,M062,1,M062,0
M176,seal_1300,SK-0048,Surkotada,zebu bull,1,1300,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M267,seal_1300,SK-0048,Surkotada,zebu bull,2,1300,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M099,seal_1300,SK-0048,Surkotada,zebu bull,3,1300,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M391,seal_1300,SK-0048,Surkotada,zebu bull,4,1300,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M018,seal_1301,H-0386,Harappa,unicorn,0,1301,SIGN,INDUS,18,,,1,0,0,M018,1,M018,0
M012,seal_1301,H-0386,Harappa,unicorn,1,1301,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M293,seal_1301,H-0386,Harappa,unicorn,2,1301,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M355,seal_1301,H-0386,Harappa,unicorn,3,1301,SIGN,INDUS,355,,,0,0,0,M355,1,M355,0
M012,seal_1301,H-0386,Harappa,unicorn,4,1301,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M082,seal_1302,M-0465,Mohenjo-daro,zebu bull,0,1302,SIGN,INDUS,82,,,1,0,0,M082,1,M082,0
M342,seal_1302,M-0465,Mohenjo-daro,zebu bull,1,1302,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M328,seal_1302,M-0465,Mohenjo-daro,zebu bull,2,1302,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M250,seal_1302,M-0465,Mohenjo-daro,zebu bull,3,1302,SIGN,INDUS,250,,,0,0,0,M250,1,M250,0
M100,seal_1302,M-0465,Mohenjo-daro,zebu bull,4,1302,SIGN,INDUS,100,,,0,0,0,M100,1,M100,0
M065,seal_1302,M-0465,Mohenjo-daro,zebu bull,5,1302,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M355,seal_1302,M-0465,Mohenjo-daro,zebu bull,6,1302,SIGN,INDUS,355,,,0,0,0,M355,1,M355,0
M048,seal_1302,M-0465,Mohenjo-daro,zebu bull,7,1302,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M023,seal_1303,H-0387,Harappa,geometric,0,1303,SIGN,INDUS,23,,,1,0,0,M023,1,M023,0
M328,seal_1303,H-0387,Harappa,geometric,1,1303,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M267,seal_1303,H-0387,Harappa,geometric,2,1303,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M211,seal_1303,H-0387,Harappa,geometric,3,1303,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M165,seal_1303,H-0387,Harappa,geometric,4,1303,SIGN,INDUS,165,,,0,0,0,M165,1,M165,0
M336,seal_1303,H-0387,Harappa,geometric,5,1303,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M062,seal_1304,M-0466,Mohenjo-daro,zebu bull,0,1304,SIGN,INDUS,62,,,1,0,0,M062,1,M062,0
M059,seal_1304,M-0466,Mohenjo-daro,zebu bull,1,1304,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M211,seal_1304,M-0466,Mohenjo-daro,zebu bull,2,1304,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M127,seal_1304,M-0466,Mohenjo-daro,zebu bull,3,1304,SIGN,INDUS,127,,,0,0,0,M127,1,M127,0
M051,seal_1304,M-0466,Mohenjo-daro,zebu bull,4,1304,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M081,seal_1305,M-0467,Mohenjo-daro,tiger,0,1305,SIGN,INDUS,81,,,1,0,0,M081,1,M081,0
M391,seal_1305,M-0467,Mohenjo-daro,tiger,1,1305,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M342,seal_1305,M-0467,Mohenjo-daro,tiger,2,1305,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M342,seal_1305,M-0467,Mohenjo-daro,tiger,3,1305,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_1305,M-0467,Mohenjo-daro,tiger,4,1305,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M065,seal_1305,M-0467,Mohenjo-daro,tiger,5,1305,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M030,seal_1306,H-0388,Harappa,unicorn,0,1306,SIGN,INDUS,30,,,1,0,0,M030,1,M030,0
M342,seal_1306,H-0388,Harappa,unicorn,1,1306,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_1306,H-0388,Harappa,unicorn,2,1306,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M328,seal_1306,H-0388,Harappa,unicorn,3,1306,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M044,seal_1307,M-0468,Mohenjo-daro,geometric,0,1307,SIGN,INDUS,44,,,1,0,0,M044,1,M044,0
M249,seal_1307,M-0468,Mohenjo-daro,geometric,1,1307,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M035,seal_1308,L-0101,Lothal,tiger,0,1308,SIGN,INDUS,35,,,1,0,0,M035,1,M035,0
M267,seal_1308,L-0101,Lothal,tiger,1,1308,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M051,seal_1309,BN-0043,Banawali,unicorn,0,1309,SIGN,INDUS,51,,,1,0,0,M051,1,M051,0
M342,seal_1309,BN-0043,Banawali,unicorn,1,1309,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_1309,BN-0043,Banawali,unicorn,2,1309,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M099,seal_1309,BN-0043,Banawali,unicorn,3,1309,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M336,seal_1309,BN-0043,Banawali,unicorn,4,1309,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M022,seal_1310,L-0102,Lothal,elephant,0,1310,SIGN,INDUS,22,,,1,0,0,M022,1,M022,0
M128,seal_1310,L-0102,Lothal,elephant,1,1310,SIGN,INDUS,128,,,0,0,0,M128,1,M128,0
M342,seal_1310,L-0102,Lothal,elephant,2,1310,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M162,seal_1310,L-0102,Lothal,elephant,3,1310,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M054,seal_1311,H-0389,Harappa,zebu bull,0,1311,SIGN,INDUS,54,,,1,0,0,M054,1,M054,0
M125,seal_1311,H-0389,Harappa,zebu bull,1,1311,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M176,seal_1311,H-0389,Harappa,zebu bull,2,1311,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M099,seal_1311,H-0389,Harappa,zebu bull,3,1311,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M342,seal_1311,H-0389,Harappa,zebu bull,4,1311,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M293,seal_1311,H-0389,Harappa,zebu bull,5,1311,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M051,seal_1312,H-0390,Harappa,script only,0,1312,SIGN,INDUS,51,,,1,0,0,M051,1,M051,0
M267,seal_1312,H-0390,Harappa,script only,1,1312,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M125,seal_1312,H-0390,Harappa,script only,2,1312,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M374,seal_1312,H-0390,Harappa,script only,3,1312,SIGN,INDUS,374,,,0,0,0,M374,1,M374,0
M211,seal_1312,H-0390,Harappa,script only,4,1312,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M048,seal_1312,H-0390,Harappa,script only,5,1312,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M099,seal_1312,H-0390,Harappa,script only,6,1312,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M064,seal_1313,K-0091,Kalibangan,rhinoceros,0,1313,SIGN,INDUS,64,,,1,0,0,M064,1,M064,0
M374,seal_1313,K-0091,Kalibangan,rhinoceros,1,1313,SIGN,INDUS,374,,,0,0,0,M374,1,M374,0
M102,seal_1313,K-0091,Kalibangan,rhinoceros,2,1313,SIGN,INDUS,102,,,0,0,0,M102,1,M102,0
M340,seal_1313,K-0091,Kalibangan,rhinoceros,3,1313,SIGN,INDUS,340,,,0,0,0,M340,1,M340,0
M336,seal_1313,K-0091,Kalibangan,rhinoceros,4,1313,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M059,seal_1313,K-0091,Kalibangan,rhinoceros,5,1313,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M050,seal_1314,H-0391,Harappa,elephant,0,1314,SIGN,INDUS,50,,,1,0,0,M050,1,M050,0
M059,seal_1314,H-0391,Harappa,elephant,1,1314,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M292,seal_1314,H-0391,Harappa,elephant,2,1314,SIGN,INDUS,292,,,0,0,0,M292,1,M292,0
M342,seal_1314,H-0391,Harappa,elephant,3,1314,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M012,seal_1314,H-0391,Harappa,elephant,4,1314,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M001,seal_1315,M-0469,Mohenjo-daro,gharial,0,1315,SIGN,INDUS,1,,,1,0,0,M001,1,M001,0
M125,seal_1315,M-0469,Mohenjo-daro,gharial,1,1315,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M211,seal_1315,M-0469,Mohenjo-daro,gharial,2,1315,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M211,seal_1315,M-0469,Mohenjo-daro,gharial,3,1315,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M065,seal_1315,M-0469,Mohenjo-daro,gharial,4,1315,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M249,seal_1315,M-0469,Mohenjo-daro,gharial,5,1315,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M367,seal_1316,M-0470,Mohenjo-daro,rhinoceros,0,1316,SIGN,INDUS,367,,,1,0,0,M367,1,M367,0
M249,seal_1316,M-0470,Mohenjo-daro,rhinoceros,1,1316,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M022,seal_1317,H-0392,Harappa,zebu bull,0,1317,SIGN,INDUS,22,,,1,0,0,M022,1,M022,0
M367,seal_1317,H-0392,Harappa,zebu bull,1,1317,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M176,seal_1317,H-0392,Harappa,zebu bull,2,1317,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M065,seal_1317,H-0392,Harappa,zebu bull,3,1317,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M176,seal_1318,BN-0044,Banawali,zebu bull,0,1318,SIGN,INDUS,176,,,1,0,0,M176,1,M176,0
M099,seal_1318,BN-0044,Banawali,zebu bull,1,1318,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M267,seal_1318,BN-0044,Banawali,zebu bull,2,1318,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M099,seal_1318,BN-0044,Banawali,zebu bull,3,1318,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M342,seal_1318,BN-0044,Banawali,zebu bull,4,1318,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M267,seal_1318,BN-0044,Banawali,zebu bull,5,1318,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M099,seal_1318,BN-0044,Banawali,zebu bull,6,1318,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M018,seal_1319,K-0092,Kalibangan,zebu bull,0,1319,SIGN,INDUS,18,,,1,0,0,M018,1,M018,0
M272,seal_1319,K-0092,Kalibangan,zebu bull,1,1319,SIGN,INDUS,272,,,0,0,0,M272,1,M272,0
M293,seal_1319,K-0092,Kalibangan,zebu bull,2,1319,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M099,seal_1319,K-0092,Kalibangan,zebu bull,3,1319,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M022,seal_1320,BN-0045,Banawali,buffalo,0,1320,SIGN,INDUS,22,,,1,0,0,M022,1,M022,0
M249,seal_1320,BN-0045,Banawali,buffalo,1,1320,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M020,seal_1321,H-0393,Harappa,elephant,0,1321,SIGN,INDUS,20,,,1,0,0,M020,1,M020,0
M342,seal_1321,H-0393,Harappa,elephant,1,1321,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M233,seal_1321,H-0393,Harappa,elephant,2,1321,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M342,seal_1321,H-0393,Harappa,elephant,3,1321,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M211,seal_1321,H-0393,Harappa,elephant,4,1321,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M162,seal_1322,H-0394,Harappa,zebu bull,0,1322,SIGN,INDUS,162,,,1,0,0,M162,1,M162,0
M267,seal_1322,H-0394,Harappa,zebu bull,1,1322,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M099,seal_1322,H-0394,Harappa,zebu bull,2,1322,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M065,seal_1322,H-0394,Harappa,zebu bull,3,1322,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M073,seal_1323,M-0471,Mohenjo-daro,zebu bull,0,1323,SIGN,INDUS,73,,,1,0,0,M073,1,M073,0
M087,seal_1323,M-0471,Mohenjo-daro,zebu bull,1,1323,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M010,seal_1324,M-0472,Mohenjo-daro,buffalo,0,1324,SIGN,INDUS,10,,,1,0,0,M010,1,M010,0
M106,seal_1324,M-0472,Mohenjo-daro,buffalo,1,1324,SIGN,INDUS,106,,,0,0,0,M106,1,M106,0
M099,seal_1324,M-0472,Mohenjo-daro,buffalo,2,1324,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M059,seal_1324,M-0472,Mohenjo-daro,buffalo,3,1324,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M062,seal_1325,M-0473,Mohenjo-daro,zebu bull,0,1325,SIGN,INDUS,62,,,1,0,0,M062,1,M062,0
M215,seal_1325,M-0473,Mohenjo-daro,zebu bull,1,1325,SIGN,INDUS,215,,,0,0,0,M215,1,M215,0
M125,seal_1325,M-0473,Mohenjo-daro,zebu bull,2,1325,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
