cisi_number,site,inscription,role_pattern,avg_confidence,has_classifier_prefix,has_case_marker_suffix,contains_m059,length,iconography
M-0324,Mohenjo-daro,M012 M188 M051 M233 M162,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.424,False,False,False,5,unicorn
M-0325,Mohenjo-daro,M391 M089,RELATIONAL_MARKER → RELATIONAL_MARKER,0.473,False,False,False,2,zebu bull
M-0326,Mohenjo-daro,M062 M159 M125,CLASSIFIER → UNK → WEAK_CASE_MARKER,0.56,True,True,False,3,zebu bull
M-0327,Mohenjo-daro,M009 M336 M391 M293 M342,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.565,True,False,False,5,unicorn
M-0328,Mohenjo-daro,M080 M249,CLASSIFIER → CASE_MARKER,0.889,True,True,False,2,zebu bull
M-0329,Mohenjo-daro,M061 M333 M087,CLASSIFIER → UNK → RELATIONAL_MARKER,0.442,True,False,False,3,gharial
M-0330,Mohenjo-daro,M063 M310 M328 M342 M336,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.475,True,False,False,5,elephant
M-0331,Mohenjo-daro,M033 M267 M099 M267 M099 M087,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.569,True,False,False,6,zebu bull
M-0332,Mohenjo-daro,M051 M328 M176 M089 M220,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.584,False,True,False,5,gharial
M-0333,Mohenjo-daro,M059 M267 M176 M099 M342 M099 M162,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.614,False,False,True,7,unicorn
M-0334,Mohenjo-daro,M079 M367 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.614,True,False,False,3,unicorn
M-0335,Mohenjo-daro,M073 M242 M278 M342 M012,CLASSIFIER → UNK → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.395,True,False,False,5,zebu bull
M-0336,Mohenjo-daro,M066 M267 M099 M342 M391 M293 M305,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.632,True,True,False,7,unicorn
M-0337,Mohenjo-daro,M002 M128 M305,CLASSIFIER → FLEXIBLE_AGENT → CASE_MARKER,0.736,True,True,False,3,elephant
M-0338,Mohenjo-daro,M061 M051 M342 M361 M328 M059,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → HUB_AUTHORITY,0.572,True,False,True,6,zebu bull
M-0339,Mohenjo-daro,M012 M328 M293,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.481,False,False,False,3,unicorn
M-0340,Mohenjo-daro,M077 M190 M211 M336,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.562,True,False,False,4,zebu bull
M-0341,Mohenjo-daro,M015 M176 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.598,True,False,False,3,elephant
M-0342,Mohenjo-daro,M031 M342 M176 M211 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.586,True,False,False,5,tiger
M-0343,Mohenjo-daro,M045 M342 M328 M087,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.612,True,False,False,4,elephant
M-0344,Mohenjo-daro,M012 M391 M099 M342 M342 M233 M162,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.555,False,False,False,7,script only
M-0345,Mohenjo-daro,M062 M367,CLASSIFIER → RELATIONAL_MARKER,0.718,True,False,False,2,zebu bull
M-0346,Mohenjo-daro,M022 M233,CLASSIFIER → WEAK_CASE_MARKER,0.794,True,True,False,2,elephant
M-0347,Mohenjo-daro,M042 M229 M375 M367 M087,CLASSIFIER → UNK → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.429,True,False,False,5,elephant
M-0348,Mohenjo-daro,M024 M051,CLASSIFIER → RELATIONAL_MARKER,0.605,True,False,False,2,buffalo
M-0349,Mohenjo-daro,M059 M267 M267 M099 M162 M176,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.617,False,False,True,6,unicorn
M-0350,Mohenjo-daro,M328 M267 M099 M012 M194 M059 M267,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → HUB_AUTHORITY → RELATIONAL_MARKER,0.518,False,False,True,7,unicorn
M-0351,Mohenjo-daro,M025 M386 M391 M059 M267 M048 M328 M305,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.652,True,True,True,8,unicorn
M-0352,Mohenjo-daro,M014 M176 M099 M342 M367 M396 M249,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → CASE_MARKER,0.561,True,True,False,7,zebu bull
M-0353,Mohenjo-daro,M032 M051,CLASSIFIER → RELATIONAL_MARKER,0.577,True,False,False,2,gharial
M-0354,Mohenjo-daro,M079 M176 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.646,True,False,False,3,unicorn
M-0355,Mohenjo-daro,M014 M328 M162 M099 M342 M176 M087,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.561,True,False,False,7,unicorn
M-0356,Mohenjo-daro,M077 M336 M342 M176 M342 M099 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.577,True,False,False,7,zebu bull
M-0357,Mohenjo-daro,M342 M410 M059 M087,RELATIONAL_MARKER → UNK → HUB_AUTHORITY → RELATIONAL_MARKER,0.513,False,False,True,4,unicorn
M-0358,Mohenjo-daro,M061 M386 M243 M176,CLASSIFIER → FLEXIBLE_AGENT → UNK → RELATIONAL_MARKER,0.471,True,False,False,4,zebu bull
M-0359,Mohenjo-daro,M391 M099 M293 M267 M162,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.514,False,False,False,5,script only
M-0360,Mohenjo-daro,M065 M336 M342 M087,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.494,False,False,False,4,rhinoceros
M-0361,Mohenjo-daro,M056 M342 M350 M233,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → WEAK_CASE_MARKER,0.653,True,True,False,4,zebu bull
M-0362,Mohenjo-daro,M003 M342 M162 M162 M257 M342,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.499,True,False,False,6,zebu bull
M-0363,Mohenjo-daro,M002 M342 M293 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.589,True,False,False,4,zebu bull
M-0364,Mohenjo-daro,M044 M293 M012,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.594,True,False,False,3,rhinoceros
M-0365,Mohenjo-daro,M070 M099 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.617,True,False,False,3,geometric
M-0366,Mohenjo-daro,M008 M342 M211 M328 M211 M342 M089,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.577,True,False,False,7,unicorn
M-0367,Mohenjo-daro,M013 M048,CLASSIFIER → RELATIONAL_MARKER,0.676,True,False,False,2,script only
M-0368,Mohenjo-daro,M072 M249,CLASSIFIER → CASE_MARKER,0.839,True,True,False,2,unicorn
M-0369,Mohenjo-daro,M050 M089,CLASSIFIER → RELATIONAL_MARKER,0.636,True,False,False,2,zebu bull
M-0370,Mohenjo-daro,M065 M267 M342 M176,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.541,False,False,False,4,buffalo
M-0371,Mohenjo-daro,M014 M267 M012 M059 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.657,True,False,True,5,zebu bull
M-0372,Mohenjo-daro,M015 M110 M065,CLASSIFIER → UNK → RELATIONAL_MARKER,0.412,True,False,False,3,unicorn
M-0373,Mohenjo-daro,M038 M176 M211 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.641,True,True,False,4,rhinoceros
M-0374,Mohenjo-daro,M012 M051 M329 M342,RELATIONAL_MARKER → RELATIONAL_MARKER → CORE_ENTITY → RELATIONAL_MARKER,0.472,False,False,False,4,rhinoceros
M-0375,Mohenjo-daro,M004 M162 M059 M267 M211,CLASSIFIER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.669,True,False,True,5,unicorn
M-0376,Mohenjo-daro,M071 M267 M336 M267 M099 M048,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.565,True,False,False,6,unicorn
M-0377,Mohenjo-daro,M077 M328 M267 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.584,True,False,False,4,geometric
M-0378,Mohenjo-daro,M060 M249,CLASSIFIER → CASE_MARKER,0.896,True,True,False,2,rhinoceros
M-0379,Mohenjo-daro,M060 M164 M121 M129 M233,CLASSIFIER → UNK → UNK → UNK → WEAK_CASE_MARKER,0.312,True,True,False,5,rhinoceros
M-0380,Mohenjo-daro,M005 M262 M201 M128 M048 M171 M293,CLASSIFIER → FLEXIBLE_AGENT → UNK → FLEXIBLE_AGENT → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.381,True,False,False,7,rhinoceros
M-0381,Mohenjo-daro,M070 M301 M267,CLASSIFIER → UNK → RELATIONAL_MARKER,0.454,True,False,False,3,unicorn
M-0382,Mohenjo-daro,M008 M342 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.652,True,False,False,3,unicorn
M-0383,Mohenjo-daro,M001 M343 M125,CLASSIFIER → UNK → WEAK_CASE_MARKER,0.493,True,True,False,3,zebu bull
M-0384,Mohenjo-daro,M067 M326 M348 M048,CLASSIFIER → UNK → UNK → RELATIONAL_MARKER,0.309,True,False,False,4,rhinoceros
M-0385,Mohenjo-daro,M012 M391,RELATIONAL_MARKER → RELATIONAL_MARKER,0.467,False,False,False,2,elephant
M-0386,Mohenjo-daro,M027 M087 M267,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.605,True,False,False,3,rhinoceros
M-0387,Mohenjo-daro,M064 M176 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.584,True,False,False,3,zebu bull
M-0388,Mohenjo-daro,M056 M162 M342 M176 M176,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.6,True,False,False,5,geometric
M-0389,Mohenjo-daro,M062 M328 M059 M089 M267 M125,CLASSIFIER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.7,True,True,True,6,zebu bull
M-0390,Mohenjo-daro,M063 M233 M176 M211 M305,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.704,True,True,False,5,zebu bull
M-0391,Mohenjo-daro,M027 M176 M342 M176 M328 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.579,True,False,False,6,unicorn
M-0392,Mohenjo-daro,M021 M249,CLASSIFIER → CASE_MARKER,0.868,True,True,False,2,zebu bull
M-0393,Mohenjo-daro,M045 M176 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.636,True,False,False,3,elephant
M-0394,Mohenjo-daro,M032 M220,CLASSIFIER → CASE_MARKER,0.819,True,True,False,2,geometric
M-0395,Mohenjo-daro,M060 M328 M342 M176 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.592,True,False,False,5,rhinoceros
M-0396,Mohenjo-daro,M081 M089 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.563,True,False,False,3,rhinoceros
M-0397,Mohenjo-daro,M009 M208 M087 M087,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.423,True,False,False,4,zebu bull
M-0398,Mohenjo-daro,M005 M342 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.612,True,False,False,3,elephant
M-0399,Mohenjo-daro,M010 M383 M087 M059 M305,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → HUB_AUTHORITY → CASE_MARKER,0.735,True,True,True,5,elephant
M-0400,Mohenjo-daro,M040 M137 M391 M367 M316 M204 M249,CLASSIFIER → CORE_ENTITY → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → UNK → CASE_MARKER,0.43,True,True,False,7,geometric
M-0401,Mohenjo-daro,M013 M293 M176 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.597,True,False,False,4,gharial
M-0402,Mohenjo-daro,M001 M391 M012 M220,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.661,True,True,False,4,rhinoceros
M-0403,Mohenjo-daro,M061 M176 M336 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.586,True,False,False,4,elephant
M-0404,Mohenjo-daro,M068 M328 M267 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.57,True,False,False,4,rhinoceros
M-0405,Mohenjo-daro,M072 M087 M336 M125 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.572,True,False,False,5,unicorn
M-0406,Mohenjo-daro,M081 M162,CLASSIFIER → RELATIONAL_MARKER,0.614,True,False,False,2,zebu bull
M-0407,Mohenjo-daro,M009 M186 M233 M059,CLASSIFIER → UNK → WEAK_CASE_MARKER → HUB_AUTHORITY,0.626,True,False,True,4,unicorn
M-0408,Mohenjo-daro,M037 M087,CLASSIFIER → RELATIONAL_MARKER,0.62,True,False,False,2,unicorn
M-0409,Mohenjo-daro,M019 M342 M012 M342 M176 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.591,True,False,False,6,elephant
M-0410,Mohenjo-daro,M013 M328 M328 M407 M267 M099 M342 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.538,True,True,False,8,tiger
M-0411,Mohenjo-daro,M066 M151 M312 M187 M176,CLASSIFIER → FLEXIBLE_AGENT → UNK → UNK → RELATIONAL_MARKER,0.359,True,False,False,5,unicorn
M-0412,Mohenjo-daro,M028 M211 M342 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.57,True,False,False,4,zebu bull
M-0413,Mohenjo-daro,M014 M367 M368 M342 M305,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → CASE_MARKER,0.565,True,True,False,5,elephant
M-0414,Mohenjo-daro,M099 M342 M176 M099 M293,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.549,False,False,False,5,zebu bull
M-0415,Mohenjo-daro,M045 M265 M159 M367 M305,CLASSIFIER → UNK → UNK → RELATIONAL_MARKER → CASE_MARKER,0.465,True,True,False,5,elephant
M-0416,Mohenjo-daro,M002 M176 M152 M051,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.449,True,False,False,4,rhinoceros
M-0417,Mohenjo-daro,M032 M342 M367 M268 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.445,True,False,False,5,elephant
M-0418,Mohenjo-daro,M099 M342 M267 M099 M147 M211 M328,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.466,False,False,False,7,zebu bull
M-0419,Mohenjo-daro,M007 M125 M012 M313 M125,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → UNK → WEAK_CASE_MARKER,0.523,True,True,False,5,elephant
M-0420,Mohenjo-daro,M367 M149 M176 M305,RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → CASE_MARKER,0.61,False,True,False,4,gharial
M-0421,Mohenjo-daro,M267 M211 M012,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.506,False,False,False,3,unicorn
M-0422,Mohenjo-daro,M233 M267 M176 M233 M089,WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.6,False,False,False,5,unicorn
M-0423,Mohenjo-daro,M052 M391 M183 M318 M211,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → UNK → RELATIONAL_MARKER,0.463,True,False,False,5,rhinoceros
M-0424,Mohenjo-daro,M079 M273 M048,CLASSIFIER → UNK → RELATIONAL_MARKER,0.455,True,False,False,3,zebu bull
M-0425,Mohenjo-daro,M045 M335 M125 M293 M293,CLASSIFIER → UNK → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.522,True,False,False,5,elephant
M-0426,Mohenjo-daro,M049 M336 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.568,True,False,False,3,unicorn
M-0427,Mohenjo-daro,M367 M336,RELATIONAL_MARKER → RELATIONAL_MARKER,0.47,False,False,False,2,geometric
M-0428,Mohenjo-daro,M024 M342 M176 M415 M249,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → CASE_MARKER,0.567,True,True,False,5,buffalo
M-0429,Mohenjo-daro,M041 M267 M125 M367 M142 M249,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → UNK → CASE_MARKER,0.584,True,True,False,6,tiger
M-0430,Mohenjo-daro,M025 M099 M089,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.609,True,False,False,3,elephant
M-0431,Mohenjo-daro,M030 M328,CLASSIFIER → RELATIONAL_MARKER,0.655,True,False,False,2,geometric
M-0432,Mohenjo-daro,M078 M330 M211 M051 M162,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.45,True,False,False,5,rhinoceros
M-0433,Mohenjo-daro,M059 M012 M305,HUB_AUTHORITY → RELATIONAL_MARKER → CASE_MARKER,0.802,False,True,True,3,unicorn
M-0434,Mohenjo-daro,M023 M162,CLASSIFIER → RELATIONAL_MARKER,0.635,True,False,False,2,script only
M-0435,Mohenjo-daro,M060 M383 M211 M391 M176 M176,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.563,True,False,False,6,rhinoceros
M-0436,Mohenjo-daro,M039 M367 M342 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.589,True,False,False,4,elephant
M-0437,Mohenjo-daro,M328 M176 M229 M342 M211 M059,RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.523,False,False,True,6,unicorn
M-0438,Mohenjo-daro,M055 M233,CLASSIFIER → WEAK_CASE_MARKER,0.723,True,True,False,2,script only
M-0439,Mohenjo-daro,M016 M051 M103 M293 M342,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.583,True,False,False,5,elephant
M-0440,Mohenjo-daro,M057 M176 M099 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.657,True,True,False,4,zebu bull
M-0441,Mohenjo-daro,M099 M391 M151 M125,RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → WEAK_CASE_MARKER,0.555,False,True,False,4,zebu bull
M-0442,Mohenjo-daro,M059 M267 M012,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.672,False,False,True,3,unicorn
M-0443,Mohenjo-daro,M048 M220,RELATIONAL_MARKER → CASE_MARKER,0.706,False,True,False,2,unicorn
M-0444,Mohenjo-daro,M001 M099 M233,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.676,True,True,False,3,unicorn
M-0445,Mohenjo-daro,M049 M241 M293 M267 M051,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.453,True,False,False,5,zebu bull
M-0446,Mohenjo-daro,M065 M223 M211,RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.476,False,False,False,3,zebu bull
M-0447,Mohenjo-daro,M057 M309 M176 M099 M125,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.527,True,True,False,5,zebu bull
M-0448,Mohenjo-daro,M012 M305,RELATIONAL_MARKER → CASE_MARKER,0.703,False,True,False,2,unicorn
M-0449,Mohenjo-daro,M044 M389 M357 M270 M176 M220,CLASSIFIER → UNK → FLEXIBLE_AGENT → FLEXIBLE_AGENT → RELATIONAL_MARKER → CASE_MARKER,0.543,True,True,False,6,zebu bull
M-0450,Mohenjo-daro,M391 M162 M267 M367,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.499,False,False,False,4,unicorn
M-0451,Mohenjo-daro,M069 M109 M099 M051 M367 M162 M342 M099,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.49,True,False,False,8,geometric
M-0452,Mohenjo-daro,M041 M326 M059,CLASSIFIER → UNK → HUB_AUTHORITY,0.601,True,False,True,3,unicorn
M-0453,Mohenjo-daro,M010 M211 M342 M209 M087,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.471,True,False,False,5,rhinoceros
M-0454,Mohenjo-daro,M059 M391 M206 M059,HUB_AUTHORITY → RELATIONAL_MARKER → UNK → HUB_AUTHORITY,0.619,False,False,True,4,unicorn
M-0455,Mohenjo-daro,M009 M336,CLASSIFIER → RELATIONAL_MARKER,0.626,True,False,False,2,zebu bull
M-0456,Mohenjo-daro,M099 M162 M048 M336,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.491,False,False,False,4,zebu bull
M-0457,Mohenjo-daro,M074 M012 M059 M051,CLASSIFIER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.663,True,False,True,4,unicorn
M-0458,Mohenjo-daro,M008 M134 M048 M267 M099 M233,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.528,True,True,False,6,script only
M-0459,Mohenjo-daro,M019 M342 M231 M259 M162 M391 M293,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.481,True,False,False,7,geometric
M-0460,Mohenjo-daro,M059 M089 M342 M122 M145 M059 M048,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → UNK → HUB_AUTHORITY → RELATIONAL_MARKER,0.504,False,False,True,7,unicorn
M-0461,Mohenjo-daro,M065 M162 M262 M059 M342 M401 M249,RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → HUB_AUTHORITY → RELATIONAL_MARKER → FLEXIBLE_AGENT → CASE_MARKER,0.632,False,True,True,7,unicorn
M-0462,Mohenjo-daro,M078 M065,CLASSIFIER → RELATIONAL_MARKER,0.632,True,False,False,2,unicorn
M-0463,Mohenjo-daro,M044 M153 M051,CLASSIFIER → CORE_ENTITY → RELATIONAL_MARKER,0.554,True,False,False,3,unicorn
M-0464,Mohenjo-daro,M079 M367,CLASSIFIER → RELATIONAL_MARKER,0.689,True,False,False,2,unicorn
M-0465,Mohenjo-daro,M082 M342 M328 M250 M100 M065 M355 M048,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → UNK → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.393,True,False,False,8,zebu bull
M-0466,Mohenjo-daro,M062 M059 M211 M127 M051,CLASSIFIER → HUB_AUTHORITY → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.678,True,False,True,5,zebu bull
M-0467,Mohenjo-daro,M081 M391 M342 M342 M176 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.571,True,False,False,6,tiger
M-0468,Mohenjo-daro,M044 M249,CLASSIFIER → CASE_MARKER,0.889,True,True,False,2,geometric
M-0469,Mohenjo-daro,M001 M125 M211 M211 M065 M249,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.648,True,True,False,6,gharial
M-0470,Mohenjo-daro,M367 M249,RELATIONAL_MARKER → CASE_MARKER,0.712,False,True,False,2,rhinoceros
M-0471,Mohenjo-daro,M073 M087,CLASSIFIER → RELATIONAL_MARKER,0.685,True,False,False,2,zebu bull
M-0472,Mohenjo-daro,M010 M106 M099 M059,CLASSIFIER → UNK → RELATIONAL_MARKER → HUB_AUTHORITY,0.59,True,False,True,4,buffalo
