form,cisi_number,site,iconography,raw_sequence,role_sequence,cluster_sequence,length
seal_812,C-0042,Chanhu-daro,unicorn,M048 M391 M233 M233,END END END END,1 1 1 1,4
seal_813,M-0286,Mohenjo-daro,unicorn,M028 M153 M328 M012,START CORE END END,2 0 1 1,4
seal_814,H-0242,Harappa,rhinoceros,M017 M048,START END,2 1,2
seal_815,M-0287,Mohenjo-daro,gharial,M012 M127 M342 M048 M220,END LINK END END END,1 0 3 1 1,5
seal_816,DK-0051,Dholavira,unicorn,M049 M012 M367,START END END,2 1 1,3
seal_817,H-0243,Harappa,elephant,M023 M048 M125 M211 M342 M305,START END END END END END,2 1 1 1 3 1,6
seal_818,M-0288,Mohenjo-daro,zebu bull,M062 M304 M099,START CORE END,2 0 3,3
seal_819,H-0244,Harappa,zebu bull,M025 M342 M233 M012,START END END END,2 3 1 1,4
seal_820,C-0043,Chanhu-daro,zebu bull,M367 M267 M099 M367,END END END END,1 3 3 1,4
seal_821,H-0245,Harappa,zebu bull,M065 M328 M012 M267 M367,END END END END END,1 1 1 3 1,5
seal_822,H-0246,Harappa,unicorn,M076 M328 M267 M099,START END END END,2 1 3 3,4
seal_823,DK-0052,Dholavira,elephant,M016 M099 M293 M328 M162,START END END END END,2 3 1 1 1,5
seal_824,M-0289,Mohenjo-daro,unicorn,M079 M400 M059 M162 M162,START CORE LINK END END,2 0 1 1 1,5
seal_825,H-0247,Harappa,buffalo,M336 M059 M089 M391,END LINK END END,1 1 1 1,4
seal_826,H-0248,Harappa,zebu bull,M062 M267 M328 M267 M211,START END END END END,2 3 1 3 1,5
seal_827,M-0290,Mohenjo-daro,unicorn,M162 M267 M328 M012,END END END END,1 3 1 1,4
seal_828,L-0068,Lothal,tiger,M080 M367,START END,2 1,2
seal_829,M-0291,Mohenjo-daro,unicorn,M034 M365 M342 M176 M220,START CORE END END END,2 0 3 3 1,5
seal_830,H-0249,Harappa,zebu bull,M063 M176 M087 M367,START END END END,2 3 1 1,4
seal_831,DK-0053,Dholavira,script only,M019 M235 M293 M162,START LINK END END,2 0 1 1,4
seal_832,SK-0034,Surkotada,elephant,M017 M293 M341 M089 M391 M412 M367,START END CORE END END CORE END,2 1 0 1 1 0 1,7
seal_833,BN-0025,Banawali,zebu bull,M010 M328,START END,2 1,2
seal_834,H-0250,Harappa,rhinoceros,M067 M211 M347 M099 M249,START END LINK END END,2 1 0 3 1,5
seal_835,DK-0054,Dholavira,geometric,M044 M198 M298 M132 M293 M176 M249,START LINK CORE CORE END END END,2 0 0 0 1 3 1,7
seal_836,K-0057,Kalibangan,zebu bull,M057 M399 M307 M220,START CORE CORE END,2 0 0 1,4
seal_837,M-0292,Mohenjo-daro,tiger,M035 M342 M099 M237 M220,START END END LINK END,2 3 3 0 1,5
seal_838,M-0293,Mohenjo-daro,unicorn,M078 M391 M162 M099 M155 M220,START END END END CORE END,2 1 1 3 0 1,6
seal_839,L-0069,Lothal,unicorn,M058 M137 M367 M099 M408 M087,START CORE END END CORE END,2 0 1 3 0 1,6
seal_840,M-0294,Mohenjo-daro,rhinoceros,M068 M313 M176 M367,START CORE END END,2 0 3 1,4
seal_841,C-0044,Chanhu-daro,unicorn,M070 M176 M305,START END END,2 3 1,3
seal_842,M-0295,Mohenjo-daro,unicorn,M267 M267 M367 M051 M293,END END END END END,3 3 1 1 1,5
seal_843,M-0296,Mohenjo-daro,unicorn,M233 M249,END END,1 1,2
seal_844,M-0297,Mohenjo-daro,elephant,M052 M116 M089 M176,START CORE END END,2 0 1 3,4
seal_845,H-0251,Harappa,tiger,M069 M367 M375 M267 M305,START END LINK END END,2 1 0 3 1,5
seal_846,L-0070,Lothal,zebu bull,M293 M267 M336,END END END,1 3 1,3
seal_847,C-0045,Chanhu-daro,unicorn,M010 M087 M211 M367,START END END END,2 1 1 1,4
seal_848,H-0252,Harappa,unicorn,M071 M267 M342 M172 M391 M336 M391,START END END CORE END END END,2 3 3 0 1 1 1,7
seal_849,L-0071,Lothal,geometric,M036 M398 M162,START CORE END,2 0 1,3
seal_850,M-0298,Mohenjo-daro,unicorn,M070 M328 M367,START END END,2 1 1,3
seal_851,K-0058,Kalibangan,elephant,M047 M059,START LINK,2 1,2
seal_852,H-0253,Harappa,unicorn,M042 M336,START END,2 1,2
seal_853,L-0072,Lothal,gharial,M013 M211 M342 M176 M162,START END END END END,2 1 3 3 1,5
seal_854,DK-0055,Dholavira,gharial,M072 M176 M391 M342,START END END END,2 3 1 3,4
seal_855,H-0254,Harappa,geometric,M003 M141 M228 M051,START CORE CORE END,2 0 0 1,4
seal_856,H-0255,Harappa,gharial,M087 M089 M336,END END END,1 1 1,3
seal_857,C-0046,Chanhu-daro,geometric,M046 M303 M342 M391 M099,START CORE END END END,2 0 3 1 3,5
seal_858,H-0256,Harappa,unicorn,M087 M136 M099 M293,END CORE END END,1 0 3 1,4
seal_859,H-0257,Harappa,gharial,M012 M176 M371 M048 M328,END END CORE END END,1 3 0 1 1,5
seal_860,H-0258,Harappa,zebu bull,M031 M162 M048 M267 M099 M258 M211,START END END END END CORE END,2 1 1 3 3 0 1,7
seal_861,M-0299,Mohenjo-daro,unicorn,M080 M059 M400 M211 M342,START LINK CORE END END,2 1 0 1 3,5
seal_862,H-0259,Harappa,rhinoceros,M066 M051 M192 M342 M087,START END CORE END END,2 1 0 3 1,5
seal_863,L-0073,Lothal,rhinoceros,M077 M099 M125,START END END,2 3 1,3
seal_864,H-0260,Harappa,buffalo,M054 M403 M336,START CORE END,2 0 1,3
seal_865,H-0261,Harappa,elephant,M078 M162 M233 M328 M220,START END END END END,2 1 1 1 1,5
seal_866,K-0059,Kalibangan,elephant,M006 M162,START END,2 1,2
seal_867,M-0300,Mohenjo-daro,buffalo,M023 M211,START END,2 1,2
seal_868,M-0301,Mohenjo-daro,buffalo,M003 M059 M233 M087,START LINK END END,2 1 1 1,4
seal_869,C-0047,Chanhu-daro,rhinoceros,M052 M293 M267 M293,START END END END,2 1 3 1,4
seal_870,C-0048,Chanhu-daro,rhinoceros,M068 M336 M051 M293 M249,START END END END END,2 1 1 1 1,5
seal_871,M-0302,Mohenjo-daro,unicorn,M058 M342 M211,START END END,2 3 1,3
seal_872,M-0303,Mohenjo-daro,unicorn,M061 M308 M293 M305 M293 M211,START CORE END END END END,2 0 1 1 1 1,6
seal_873,H-0262,Harappa,unicorn,M041 M176,START END,2 3,2
seal_874,M-0304,Mohenjo-daro,gharial,M367 M399 M391 M342 M051,END CORE END END END,1 0 1 3 1,5
seal_875,L-0074,Lothal,tiger,M012 M211 M329 M342 M012 M250 M048,END END CORE END END CORE END,1 1 0 3 1 0 1,7
seal_876,M-0305,Mohenjo-daro,zebu bull,M034 M099 M328 M211,START END END END,2 3 1 1,4
seal_877,M-0306,Mohenjo-daro,unicorn,M328 M267 M087 M342 M176 M099 M089,END END END END END END END,1 3 1 3 3 3 1,7
seal_878,H-0263,Harappa,gharial,M069 M267 M376 M305,START END CORE END,2 3 0 1,4
seal_879,K-0060,Kalibangan,unicorn,M072 M412 M267 M332 M328 M267,START CORE END LINK END END,2 0 3 0 1 3,6
seal_880,L-0075,Lothal,unicorn,M051 M367 M099,END END END,1 1 3,3
seal_881,M-0307,Mohenjo-daro,unicorn,M013 M089 M338 M342,START END CORE END,2 1 0 3,4
seal_882,H-0264,Harappa,elephant,M039 M336 M162 M304 M293 M065,START END END CORE END END,2 1 1 0 1 1,6
seal_883,M-0308,Mohenjo-daro,zebu bull,M003 M185 M342 M089 M048,START LINK END END END,2 0 3 1 1,5
seal_884,C-0049,Chanhu-daro,geometric,M037 M268 M087,START CORE END,2 0 1,3
seal_885,M-0309,Mohenjo-daro,unicorn,M176 M099 M051,END END END,3 3 1,3
seal_886,RGR-0016,Rakhigarhi,gharial,M064 M194 M357 M254 M162,START CORE CORE CORE END,2 0 0 0 1,5
seal_887,DK-0056,Dholavira,unicorn,M044 M336 M162 M099 M249,START END END END END,2 1 1 3 1,5
seal_888,H-0265,Harappa,zebu bull,M065 M233,END END,1 1,2
seal_889,K-0061,Kalibangan,rhinoceros,M025 M293 M267 M293 M342 M012,START END END END END END,2 1 3 1 3 1,6
seal_890,M-0310,Mohenjo-daro,rhinoceros,M051 M211 M012 M108 M293 M048,END END END CORE END END,1 1 1 0 1 1,6
seal_891,K-0062,Kalibangan,rhinoceros,M041 M087 M051 M065 M190 M099,START END END END CORE END,2 1 1 1 0 3,6
seal_892,H-0266,Harappa,unicorn,M267 M099 M211 M342 M176 M012,END END END END END END,3 3 1 3 3 1,6
seal_893,H-0267,Harappa,buffalo,M061 M065,START END,2 1,2
seal_894,H-0268,Harappa,zebu bull,M073 M312 M342 M089,START CORE END END,2 0 3 1,4
seal_895,M-0311,Mohenjo-daro,script only,M004 M269 M342 M342 M162,START CORE END END END,2 0 3 3 1,5
seal_896,M-0312,Mohenjo-daro,script only,M066 M336 M059 M391 M059,START END LINK END LINK,2 1 1 1 1,5
seal_897,RGR-0017,Rakhigarhi,tiger,M029 M089 M059 M367,START END LINK END,2 1 1 1,4
seal_898,H-0269,Harappa,rhinoceros,M082 M293 M341 M233,START END CORE END,2 1 0 1,4
seal_899,L-0076,Lothal,unicorn,M041 M342 M089 M099 M342 M089,START END END END END END,2 3 1 3 3 1,6
seal_900,H-0270,Harappa,rhinoceros,M047 M233,START END,2 1,2
seal_901,M-0313,Mohenjo-daro,elephant,M077 M051,START END,2 1,2
seal_902,M-0314,Mohenjo-daro,rhinoceros,M037 M267 M099 M233,START END END END,2 3 3 1,4
seal_903,DK-0057,Dholavira,buffalo,M089 M342 M367 M249,END END END END,1 3 1 1,4
seal_904,H-0271,Harappa,gharial,M391 M211 M367 M176,END END END END,1 1 1 3,4
seal_905,SK-0035,Surkotada,zebu bull,M019 M099 M059 M233,START END LINK END,2 3 1 1,4
seal_906,M-0315,Mohenjo-daro,script only,M025 M342 M267 M059,START END END LINK,2 3 3 1,4
seal_907,H-0272,Harappa,unicorn,M033 M051,START END,2 1,2
seal_908,M-0316,Mohenjo-daro,rhinoceros,M176 M342 M048,END END END,3 3 1,3
seal_909,C-0050,Chanhu-daro,zebu bull,M057 M164 M342 M249,START CORE END END,2 0 3 1,4
seal_910,M-0317,Mohenjo-daro,unicorn,M065 M364 M293 M051,END CORE END END,1 0 1 1,4
seal_911,K-0063,Kalibangan,script only,M066 M162 M162 M099 M342 M220,START END END END END END,2 1 1 3 3 1,6
seal_912,M-0318,Mohenjo-daro,rhinoceros,M060 M211 M211 M176,START END END END,2 1 1 3,4
seal_913,SK-0036,Surkotada,elephant,M016 M114 M367,START CORE END,2 0 1,3
seal_914,M-0319,Mohenjo-daro,script only,M030 M267,START END,2 3,2
seal_915,DK-0058,Dholavira,rhinoceros,M060 M120 M099,START CORE END,2 0 3,3
seal_916,M-0320,Mohenjo-daro,unicorn,M391 M383 M267 M342 M211 M012 M125,END LINK END END END END END,1 0 3 3 1 1 1,7
seal_917,M-0321,Mohenjo-daro,unicorn,M038 M244 M345 M051,START CORE CORE END,2 0 0 1,4
seal_918,M-0322,Mohenjo-daro,buffalo,M013 M125 M211 M012,START END END END,2 1 1 1,4
seal_919,SK-0037,Surkotada,gharial,M162 M162,END END,1 1,2
seal_920,M-0323,Mohenjo-daro,unicorn,M233 M336 M048,END END END,1 1 1,3
seal_921,M-0324,Mohenjo-daro,unicorn,M012 M188 M051 M233 M162,END CORE END END END,1 0 1 1 1,5
seal_922,M-0325,Mohenjo-daro,zebu bull,M391 M089,END END,1 1,2
seal_923,C-0051,Chanhu-daro,zebu bull,M052 M367 M293 M267 M176 M267,START END END END END END,2 1 1 3 3 3,6
seal_924,M-0326,Mohenjo-daro,zebu bull,M062 M159 M125,START CORE END,2 0 1,3
seal_925,M-0327,Mohenjo-daro,unicorn,M009 M336 M391 M293 M342,START END END END END,2 1 1 1 3,5
seal_926,H-0273,Harappa,unicorn,M025 M099 M252 M125 M211 M106 M233 M328,START END LINK END END CORE END END,2 3 0 1 1 0 1 1,8
seal_927,H-0274,Harappa,unicorn,M020 M293 M099 M099 M059,START END END END LINK,2 1 3 3 1,5
seal_928,H-0275,Harappa,elephant,M079 M267 M199 M128 M293,START END CORE LINK END,2 3 0 0 1,5
seal_929,L-0077,Lothal,zebu bull,M017 M267 M277 M162 M328,START END CORE END END,2 3 0 1 1,5
seal_930,H-0276,Harappa,geometric,M038 M012,START END,2 1,2
seal_931,H-0277,Harappa,buffalo,M391 M342 M267 M211 M233,END END END END END,1 3 3 1 1,5
seal_932,H-0278,Harappa,zebu bull,M233 M342 M176 M048 M342 M305,END END END END END END,1 3 3 1 3 1,6
seal_933,DK-0059,Dholavira,zebu bull,M027 M125 M267,START END END,2 1 3,3
seal_934,K-0064,Kalibangan,script only,M041 M353 M336,START CORE END,2 0 1,3
seal_935,M-0328,Mohenjo-daro,zebu bull,M080 M249,START END,2 1,2
seal_936,H-0279,Harappa,zebu bull,M030 M087 M099 M342 M099 M342 M065,START END END END END END END,2 1 3 3 3 3 1,7
seal_937,L-0078,Lothal,unicorn,M072 M211 M342 M342 M162,START END END END END,2 1 3 3 1,5
seal_938,M-0329,Mohenjo-daro,gharial,M061 M333 M087,START CORE END,2 0 1,3
seal_939,M-0330,Mohenjo-daro,elephant,M063 M310 M328 M342 M336,START CORE END END END,2 0 1 3 1,5
seal_940,M-0331,Mohenjo-daro,zebu bull,M033 M267 M099 M267 M099 M087,START END END END END END,2 3 3 3 3 1,6
seal_941,M-0332,Mohenjo-daro,gharial,M051 M328 M176 M089 M220,END END END END END,1 1 3 1 1,5
seal_942,M-0333,Mohenjo-daro,unicorn,M059 M267 M176 M099 M342 M099 M162,LINK END END END END END END,1 3 3 3 3 3 1,7
seal_943,M-0334,Mohenjo-daro,unicorn,M079 M367 M065,START END END,2 1 1,3
seal_944,M-0335,Mohenjo-daro,zebu bull,M073 M242 M278 M342 M012,START CORE CORE END END,2 0 0 3 1,5
seal_945,H-0280,Harappa,zebu bull,M026 M344 M342,START CORE END,2 0 3,3
seal_946,H-0281,Harappa,script only,M087 M342 M328,END END END,1 3 1,3
seal_947,M-0336,Mohenjo-daro,unicorn,M066 M267 M099 M342 M391 M293 M305,START END END END END END END,2 3 3 3 1 1 1,7
seal_948,C-0052,Chanhu-daro,buffalo,M011 M342 M267 M059,START END END LINK,2 3 3 1,4
seal_949,M-0337,Mohenjo-daro,elephant,M002 M128 M305,START LINK END,2 0 1,3
seal_950,RGR-0018,Rakhigarhi,gharial,M009 M293,START END,2 1,2
seal_951,M-0338,Mohenjo-daro,zebu bull,M061 M051 M342 M361 M328 M059,START END END CORE END LINK,2 1 3 0 1 1,6
seal_952,H-0282,Harappa,elephant,M233 M293,END END,1 1,2
seal_953,H-0283,Harappa,elephant,M016 M134 M270 M099 M342 M267,START CORE CORE END END END,2 0 0 3 3 3,6
seal_954,H-0284,Harappa,unicorn,M028 M140 M227 M328 M342 M176 M099 M233,START CORE CORE END END END END END,2 0 0 1 3 3 3 1,8
seal_955,M-0339,Mohenjo-daro,unicorn,M012 M328 M293,END END END,1 1 1,3
seal_956,L-0079,Lothal,unicorn,M050 M065,START END,2 1,2
seal_957,M-0340,Mohenjo-daro,zebu bull,M077 M190 M211 M336,START CORE END END,2 0 1 1,4
seal_958,K-0065,Kalibangan,unicorn,M081 M099,START END,2 3,2
seal_959,L-0080,Lothal,zebu bull,M328 M342 M367 M176 M162 M305,END END END END END END,1 3 1 3 1 1,6
seal_960,M-0341,Mohenjo-daro,elephant,M015 M176 M367,START END END,2 3 1,3
seal_961,K-0066,Kalibangan,unicorn,M079 M163 M267 M220,START CORE END END,2 0 3 1,4
seal_962,SK-0038,Surkotada,unicorn,M004 M342 M242 M113 M267,START END CORE CORE END,2 3 0 0 3,5
seal_963,H-0285,Harappa,geometric,M063 M325 M336,START CORE END,2 0 1,3
seal_964,BN-0026,Banawali,unicorn,M064 M328 M089,START END END,2 1 1,3
seal_965,M-0342,Mohenjo-daro,tiger,M031 M342 M176 M211 M211,START END END END END,2 3 3 1 1,5
seal_966,L-0081,Lothal,zebu bull,M054 M149 M342 M059 M065,START LINK END LINK END,2 0 3 1 1,5
seal_967,M-0343,Mohenjo-daro,elephant,M045 M342 M328 M087,START END END END,2 3 1 1,4
seal_968,M-0344,Mohenjo-daro,script only,M012 M391 M099 M342 M342 M233 M162,END END END END END END END,1 1 3 3 3 1 1,7
seal_969,M-0345,Mohenjo-daro,zebu bull,M062 M367,START END,2 1,2
seal_970,M-0346,Mohenjo-daro,elephant,M022 M233,START END,2 1,2
seal_971,M-0347,Mohenjo-daro,elephant,M042 M229 M375 M367 M087,START CORE LINK END END,2 0 0 1 1,5
seal_972,M-0348,Mohenjo-daro,buffalo,M024 M051,START END,2 1,2
seal_973,K-0067,Kalibangan,gharial,M053 M342 M125 M211 M048,START END END END END,2 3 1 1 1,5
seal_974,K-0068,Kalibangan,unicorn,M004 M140 M319 M087,START CORE CORE END,2 0 0 1,4
seal_975,L-0082,Lothal,geometric,M033 M367,START END,2 1,2
seal_976,C-0053,Chanhu-daro,tiger,M099 M336 M342 M211 M391,END END END END END,3 1 3 1 1,5
seal_977,M-0349,Mohenjo-daro,unicorn,M059 M267 M267 M099 M162 M176,LINK END END END END END,1 3 3 3 1 3,6
seal_978,M-0350,Mohenjo-daro,unicorn,M328 M267 M099 M012 M194 M059 M267,END END END END CORE LINK END,1 3 3 1 0 1 3,7
seal_979,K-0069,Kalibangan,zebu bull,M077 M245 M305,START CORE END,2 0 1,3
seal_980,M-0351,Mohenjo-daro,unicorn,M025 M386 M391 M059 M267 M048 M328 M305,START LINK END LINK END END END END,2 0 1 1 3 1 1 1,8
seal_981,M-0352,Mohenjo-daro,zebu bull,M014 M176 M099 M342 M367 M396 M249,START END END END END CORE END,2 3 3 3 1 0 1,7
seal_982,K-0070,Kalibangan,gharial,M089 M293 M267 M328 M367,END END END END END,1 1 3 1 1,5
seal_983,H-0286,Harappa,zebu bull,M040 M401 M267 M391,START LINK END END,2 0 3 1,4
seal_984,M-0353,Mohenjo-daro,gharial,M032 M051,START END,2 1,2
seal_985,M-0354,Mohenjo-daro,unicorn,M079 M176 M293,START END END,2 3 1,3
seal_986,RGR-0019,Rakhigarhi,elephant,M046 M293 M336,START END END,2 1 1,3
seal_987,K-0071,Kalibangan,elephant,M055 M351 M211 M211 M048,START CORE END END END,2 0 1 1 1,5
seal_988,M-0355,Mohenjo-daro,unicorn,M014 M328 M162 M099 M342 M176 M087,START END END END END END END,2 1 1 3 3 3 1,7
seal_989,BN-0027,Banawali,unicorn,M342 M328,END END,3 1,2
seal_990,M-0356,Mohenjo-daro,zebu bull,M077 M336 M342 M176 M342 M099 M065,START END END END END END END,2 1 3 3 3 3 1,7
seal_991,M-0357,Mohenjo-daro,unicorn,M342 M410 M059 M087,END CORE LINK END,3 0 1 1,4
seal_992,H-0287,Harappa,unicorn,M080 M059 M342 M305,START LINK END END,2 1 3 1,4
seal_993,H-0288,Harappa,gharial,M233 M267 M391 M386 M117 M112 M220,END END END LINK CORE CORE END,1 3 1 0 0 0 1,7
seal_994,H-0289,Harappa,gharial,M008 M315 M224 M342 M162,START CORE CORE END END,2 0 0 3 1,5
seal_995,M-0358,Mohenjo-daro,zebu bull,M061 M386 M243 M176,START LINK CORE END,2 0 0 3,4
seal_996,H-0290,Harappa,zebu bull,M007 M328 M342 M176 M390 M065,START END END END CORE END,2 1 3 3 0 1,6
seal_997,DK-0060,Dholavira,zebu bull,M080 M208 M336 M162,START CORE END END,2 0 1 1,4
seal_998,M-0359,Mohenjo-daro,script only,M391 M099 M293 M267 M162,END END END END END,1 3 1 3 1,5
seal_999,L-0083,Lothal,zebu bull,M002 M416 M391 M162,START CORE END END,2 0 1 1,4
seal_1000,H-0291,Harappa,script only,M003 M065,START END,2 1,2
seal_1001,H-0292,Harappa,zebu bull,M034 M162 M342 M176 M346 M391,START END END END CORE END,2 1 3 3 0 1,6
seal_1002,M-0360,Mohenjo-daro,rhinoceros,M065 M336 M342 M087,END END END END,1 1 3 1,4
seal_1003,M-0361,Mohenjo-daro,zebu bull,M056 M342 M350 M233,START END CORE END,2 3 0 1,4
seal_1004,DK-0061,Dholavira,zebu bull,M087 M162 M342,END END END,1 1 3,3
seal_1005,M-0362,Mohenjo-daro,zebu bull,M003 M342 M162 M162 M257 M342,START END END END CORE END,2 3 1 1 0 3,6
seal_1006,L-0084,Lothal,unicorn,M267 M328 M211 M048,END END END END,3 1 1 1,4
seal_1007,H-0293,Harappa,zebu bull,M073 M109 M099 M087,START CORE END END,2 0 3 1,4
seal_1008,DK-0062,Dholavira,unicorn,M058 M197 M108 M211 M048,START CORE CORE END END,2 0 0 1 1,5
seal_1009,C-0054,Chanhu-daro,elephant,M233 M153 M176 M367,END CORE END END,1 0 3 1,4
seal_1010,K-0072,Kalibangan,geometric,M028 M162 M342 M176 M233,START END END END END,2 1 3 3 1,5
seal_1011,BN-0028,Banawali,rhinoceros,M020 M403 M012 M336 M249,START CORE END END END,2 0 1 1 1,5
seal_1012,H-0294,Harappa,rhinoceros,M044 M325 M293,START CORE END,2 0 1,3
seal_1013,H-0295,Harappa,unicorn,M071 M125,START END,2 1,2
seal_1014,DK-0063,Dholavira,zebu bull,M010 M318 M293 M367,START CORE END END,2 0 1 1,4
seal_1015,H-0296,Harappa,rhinoceros,M060 M336 M342 M176 M211,START END END END END,2 1 3 3 1,5
seal_1016,DK-0064,Dholavira,zebu bull,M099 M342 M342 M065 M048 M211 M089,END END END END END END END,3 3 3 1 1 1 1,7
seal_1017,H-0297,Harappa,unicorn,M071 M107 M233 M267,START CORE END END,2 0 1 3,4
seal_1018,M-0363,Mohenjo-daro,zebu bull,M002 M342 M293 M367,START END END END,2 3 1 1,4
seal_1019,L-0085,Lothal,gharial,M064 M059 M342 M176 M305,START LINK END END END,2 1 3 3 1,5
seal_1020,BN-0029,Banawali,unicorn,M021 M328 M267 M220,START END END END,2 1 3 1,4
seal_1021,RGR-0020,Rakhigarhi,rhinoceros,M046 M347 M145 M172 M012,START LINK CORE CORE END,2 0 0 0 1,5
seal_1022,L-0086,Lothal,unicorn,M014 M267 M293 M179 M150 M099 M342 M176,START END END CORE CORE END END END,2 3 1 0 0 3 3 3,8
seal_1023,H-0298,Harappa,elephant,M020 M267 M267 M295 M087,START END END CORE END,2 3 3 0 1,5
seal_1024,H-0299,Harappa,zebu bull,M072 M305,START END,2 1,2
seal_1025,K-0073,Kalibangan,zebu bull,M034 M211 M051,START END END,2 1 1,3
seal_1026,M-0364,Mohenjo-daro,rhinoceros,M044 M293 M012,START END END,2 1 1,3
seal_1027,M-0365,Mohenjo-daro,geometric,M070 M099 M293,START END END,2 3 1,3
seal_1028,SK-0039,Surkotada,geometric,M061 M089 M065 M336,START END END END,2 1 1 1,4
seal_1029,BN-0030,Banawali,unicorn,M077 M360 M186 M328 M342 M367 M220,START CORE CORE END END END END,2 0 0 1 3 1 1,7
seal_1030,H-0300,Harappa,elephant,M013 M162,START END,2 1,2
seal_1031,M-0366,Mohenjo-daro,unicorn,M008 M342 M211 M328 M211 M342 M089,START END END END END END END,2 3 1 1 1 3 1,7
seal_1032,H-0301,Harappa,elephant,M018 M267 M342 M391,START END END END,2 3 3 1,4
seal_1033,M-0367,Mohenjo-daro,script only,M013 M048,START END,2 1,2
seal_1034,H-0302,Harappa,zebu bull,M062 M048 M342 M059,START END END LINK,2 1 3 1,4
seal_1035,H-0303,Harappa,unicorn,M034 M087,START END,2 1,2
seal_1036,M-0368,Mohenjo-daro,unicorn,M072 M249,START END,2 1,2
seal_1037,H-0304,Harappa,unicorn,M002 M314 M211 M089,START CORE END END,2 0 1 1,4
seal_1038,M-0369,Mohenjo-daro,zebu bull,M050 M089,START END,2 1,2
seal_1039,H-0305,Harappa,elephant,M089 M065,END END,1 1,2
seal_1040,M-0370,Mohenjo-daro,buffalo,M065 M267 M342 M176,END END END END,1 3 3 3,4
seal_1041,M-0371,Mohenjo-daro,zebu bull,M014 M267 M012 M059 M336,START END END LINK END,2 3 1 1 1,5
seal_1042,H-0306,Harappa,unicorn,M061 M051 M391 M293 M048,START END END END END,2 1 1 1 1,5
seal_1043,H-0307,Harappa,rhinoceros,M013 M190 M336 M177 M391 M211,START CORE END CORE END END,2 0 1 0 1 1,6
seal_1044,M-0372,Mohenjo-daro,unicorn,M015 M110 M065,START CORE END,2 0 1,3
seal_1045,M-0373,Mohenjo-daro,rhinoceros,M038 M176 M211 M125,START END END END,2 3 1 1,4
seal_1046,DK-0065,Dholavira,zebu bull,M077 M087 M012,START END END,2 1 1,3
seal_1047,M-0374,Mohenjo-daro,rhinoceros,M012 M051 M329 M342,END END CORE END,1 1 0 3,4
seal_1048,M-0375,Mohenjo-daro,unicorn,M004 M162 M059 M267 M211,START END LINK END END,2 1 1 3 1,5
seal_1049,RGR-0021,Rakhigarhi,rhinoceros,M079 M065,START END,2 1,2
seal_1050,H-0308,Harappa,zebu bull,M073 M193 M051 M342,START CORE END END,2 0 1 3,4
seal_1051,H-0309,Harappa,zebu bull,M070 M328 M267 M089 M139 M162 M059,START END END END CORE END LINK,2 1 3 1 0 1 1,7
seal_1052,M-0376,Mohenjo-daro,unicorn,M071 M267 M336 M267 M099 M048,START END END END END END,2 3 1 3 3 1,6
seal_1053,BN-0031,Banawali,elephant,M089 M233 M246 M162 M099,END END CORE END END,1 1 0 1 3,5
seal_1054,K-0074,Kalibangan,unicorn,M054 M189 M342 M176 M099 M342 M220,START CORE END END END END END,2 0 3 3 3 3 1,7
seal_1055,C-0055,Chanhu-daro,unicorn,M080 M125 M160 M267 M293 M305,START END CORE END END END,2 1 0 3 1 1,6
seal_1056,K-0075,Kalibangan,unicorn,M099 M295 M176 M125 M342,END CORE END END END,3 0 3 1 3,5
seal_1057,M-0377,Mohenjo-daro,geometric,M077 M328 M267 M336,START END END END,2 1 3 1,4
seal_1058,M-0378,Mohenjo-daro,rhinoceros,M060 M249,START END,2 1,2
seal_1059,H-0310,Harappa,zebu bull,M070 M391 M267 M065,START END END END,2 1 3 1,4
seal_1060,M-0379,Mohenjo-daro,rhinoceros,M060 M164 M121 M129 M233,START CORE CORE CORE END,2 0 0 0 1,5
seal_1061,L-0087,Lothal,buffalo,M047 M125 M342 M391 M249,START END END END END,2 1 3 1 1,5
seal_1062,M-0380,Mohenjo-daro,rhinoceros,M005 M262 M201 M128 M048 M171 M293,START CORE CORE LINK END CORE END,2 0 0 0 1 0 1,7
seal_1063,DK-0066,Dholavira,zebu bull,M003 M162 M099 M328,START END END END,2 1 3 1,4
seal_1064,H-0311,Harappa,zebu bull,M042 M230 M237 M065,START CORE LINK END,2 0 0 1,4
seal_1065,M-0381,Mohenjo-daro,unicorn,M070 M301 M267,START CORE END,2 0 3,3
seal_1066,H-0312,Harappa,unicorn,M391 M267 M099 M342 M211 M211,END END END END END END,1 3 3 3 1 1,6
seal_1067,M-0382,Mohenjo-daro,unicorn,M008 M342 M162,START END END,2 3 1,3
seal_1068,C-0056,Chanhu-daro,elephant,M034 M233,START END,2 1,2
seal_1069,M-0383,Mohenjo-daro,zebu bull,M001 M343 M125,START CORE END,2 0 1,3
seal_1070,BN-0032,Banawali,tiger,M006 M288 M262 M375 M211 M267,START CORE CORE LINK END END,2 0 0 0 1 3,6
seal_1071,M-0384,Mohenjo-daro,rhinoceros,M067 M326 M348 M048,START CORE CORE END,2 0 0 1,4
seal_1072,C-0057,Chanhu-daro,rhinoceros,M075 M267,START END,2 3,2
seal_1073,BN-0033,Banawali,unicorn,M048 M169 M162 M111 M162 M089 M267,END LINK END CORE END END END,1 0 1 0 1 1 3,7
seal_1074,M-0385,Mohenjo-daro,elephant,M012 M391,END END,1 1,2
